episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_processing_ms,evaluation/sampler_perf/mean_inference_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-157.81481266563478,-324.84692171378333,-248.99477675026304,24.0,20,500,False,500,20,1,fcdd10ab1c5244888549a3549b7cbedd,2020-05-28_09-57-51,1590685071,520.4210495948792,520.4210495948792,28570,toanngo,192.168.1.12,520.4210495948792,500,1,1,00000,0,"[-157.81481266563478, -268.3964266567124, -310.84199894630956, -230.72466446759822, -229.48565482588359, -224.81415993798137, -295.9618334508928, -207.42291260540023, -278.557636415393, -176.90096445978736, -277.97694781435746, -221.03552300974658, -202.0705328867071, -303.06818926800344, -268.21598556920264, -241.63352796922703, -299.6502887202079, -324.84692171378333, -271.9533666556428, -188.5231869667893]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",978.4460329485986,54.629648041106506,0.9785564597733242,384,500,518903.444,79.36,395.165,965.928,18.49515905947441,66.34412171507607,0.2701106500691563,0.7285731892691343,-62.62503815987737,-62.62503815987737,-62.62503815987737,24.0,2,"[-62.62503815987737, -62.62503815987737]","[24, 24]",969.1304722610785,60.49199980132434,1.6256789771877989,0.20000000298023224,0.00019999999494757503,435.59378,-0.060732376,435.65372,0.0013636947,0.0038556748,1.6055971,0.0
