Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 4307641.92654874, 835648.364118558, 1907.21308145032, 2002.35288016209, 59268.8046364627, 168183.678400144, 31.7082150788687
