Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 6116.37218382576, 795.438876385686, 676.922373965806, 694.315764546451, 115.080952882827, -3231.63880135298, 21.960361219737
