,mean,std
0,-155.86295852211092,11.130394332307052
1,-149.7673569889846,11.99203188267104
2,-141.30763771359554,9.273840147790022
3,-137.72447161926416,8.197932843097206
4,-134.63463293703748,7.092541902910082
5,-130.15057014097934,5.559205071460714
6,-128.13132417725225,4.570207945542479
7,-121.33552742565546,5.212689853869934
8,-115.58542779671654,5.37594255909878
9,-112.3152039619668,6.089704538602214
10,-107.8141121066131,5.587460524305011
11,-103.27782410644612,5.815091286479288
12,-100.41991625792947,5.216075607093959
13,-96.59818741878684,6.4296679871344145
14,-94.51574214840515,5.009907164878876
15,-91.74584190588185,5.135010884248619
16,-89.16008845261183,4.108282662745735
17,-86.9256680940232,4.571394253494551
18,-85.21051328174953,3.1369028807291794
19,-83.77700770847196,3.1705078002374707
20,-83.1217978518195,4.259592216888934
21,-82.46209933242352,4.001670563159027
22,-81.26872140030498,4.548918888187686
23,-80.34719703299112,3.9299375426243475
24,-79.75978690138012,5.547027367637815
25,-79.06112902371255,4.8867449832115915
26,-78.40027145584902,5.0136597864232755
27,-77.68337183216109,4.389511436292777
28,-76.40791765604708,5.0594836472686175
29,-76.19106508311864,4.742732944188238
30,-75.70203417552416,4.302893063441767
31,-74.94340725508293,4.65122777531862
32,-74.83204121160112,5.082200598178976
33,-74.13178458118148,4.979976030983602
34,-73.42980037705321,5.064229456389908
35,-72.87523465861175,4.545968385034387
36,-71.7841638780629,3.880137289891054
37,-71.05170553618588,4.840687282580347
38,-70.78785192029129,3.8035043674852007
39,-69.80884841018533,4.633758208302785
40,-69.53525746358456,4.0734796013480254
41,-69.67078726944457,3.788304909692671
42,-68.55881381464717,4.178296678315284
43,-67.77488754620994,4.017891847995315
44,-66.55141178257257,3.5473788496925334
45,-66.35392536377316,2.9379893349107213
46,-65.79786748282189,2.8972907398990917
47,-65.73453431280802,3.1423704794750225
48,-64.58186438901124,2.9844922801699885
49,-64.48905297216268,3.1145038203854987
50,-64.60332824143988,3.702220144027023
51,-65.14851258643766,3.289590894744467
52,-64.98196569644408,3.8169773214511897
53,-65.87961705647469,4.76054913006983
54,-65.14912572447352,3.944209698592432
55,-64.54875295533031,4.533124776592864
56,-63.93863847423652,4.748872919352289
57,-63.3191896343477,4.6554979608383045
58,-62.529630593679975,4.300860531250794
59,-61.538732134863245,5.308170065128131
60,-61.007193950519856,4.788162450249754
61,-61.02002141808483,4.031147937736116
62,-61.305752915716994,4.356684563897251
63,-61.83899265520184,3.8714386006101487
64,-61.684641418153326,3.6235780029991584
65,-61.645509741073,3.35345217696325
66,-61.357437395613374,3.8996511455404694
67,-60.87599102761322,3.380657588559878
68,-61.18279857538337,3.8788407769385453
69,-60.50691796485227,3.6672547963121893
70,-59.50521061337624,3.777192866354193
71,-59.50567577278244,3.3486186520918326
72,-58.46981355602699,3.831728953698099
73,-58.44055040573965,4.183145928283524
74,-58.272516924990974,4.128941513237975
75,-57.57613183834723,3.778926950353278
76,-57.81867561381284,3.5096362948428688
77,-58.07510941565465,3.3949132972438005
78,-58.43033367906043,2.712280463492394
79,-57.66752507908769,2.5225434843038506
80,-57.64816011377982,2.5104898828139874
81,-57.56099519697793,2.1202442972651614
82,-57.57346133834764,1.9373387268987095
83,-57.565790609258606,1.6504422085947488
84,-57.00093468911695,2.2969430312180488
85,-56.17273966644214,3.071574126033536
86,-56.79619398088275,2.858518565480481
87,-57.26220326792407,2.6950140856054676
88,-57.25614755619862,3.2856728003247624
89,-57.729098616659364,3.694835034895965
90,-57.33679230857708,3.4805838160912064
91,-57.37568955689414,4.233353723289027
92,-57.30491437411856,3.8802000646556274
93,-56.78605153139077,4.120677119316779
94,-56.929830254248,3.3377754143073917
95,-56.96380172851196,3.120988322761576
96,-56.13564207186088,2.619752075364594
97,-55.49967765000759,2.6977262889383398
98,-55.85897801476176,2.2552471500651583
99,-55.597538037045354,2.555614315757034
100,-55.560882180278895,2.2152590092742304
101,-55.00411851450701,2.745567834584892
102,-54.447099250009785,3.2353991140327327
103,-54.48734153831169,3.882863146118368
104,-55.37335119542255,4.123152387905712
105,-55.52423871972554,3.8524718420730135
106,-55.2452136624102,3.5705600112294245
107,-54.885227821916885,3.823112059978799
108,-54.88231085953249,4.779813051503646
109,-55.47848959236643,4.007312609676868
110,-55.73669473121765,3.9063862845377564
111,-54.921119405667895,3.5391136871666906
