,mean,std
0,-133.08295827824523,13.769790487362341
1,-153.29669625996002,10.11408691958136
2,-165.4352776237185,12.097524101772628
3,-165.26760711854564,13.61155877049378
4,-164.55603573219682,10.493665122362076
5,-162.40731148142248,9.80871445014414
6,-161.59486284798786,12.940145969033185
7,-159.37097024214006,13.387051839308262
8,-158.44360402998268,12.210500546739926
9,-155.61706875535486,11.14495580468437
10,-153.82028159165938,10.601279090952783
11,-152.06431413733827,10.2807896907215
12,-151.27607838638986,11.198206426910465
13,-149.76583501323765,10.057563095118624
14,-148.6402374654876,9.832230827795222
15,-147.2919183065842,9.497539250290357
16,-142.61243479301174,8.55243822635365
17,-139.06799251054304,7.63020633069882
18,-136.60066625025996,8.563765633570302
19,-134.8519691904827,8.952187057771171
20,-131.79382246538754,7.937913520744839
21,-129.54050203685387,6.176565947921415
22,-126.95705258606056,6.985597381117443
23,-125.33005666472074,6.654152751243913
24,-123.16655811123522,6.889264246678989
25,-120.66369144385217,7.445353158385439
26,-118.50231516598303,7.342917345799782
27,-116.3728172113205,7.069195108532617
28,-114.82226415724449,6.363426799420972
29,-111.80598426792585,7.299492184594883
30,-109.99514968486179,7.474567574291054
31,-108.15133165458212,7.707965421787727
32,-105.72348786608518,6.620978872276962
33,-104.01532706799824,6.940908483746022
34,-102.57217910180884,7.00627460561016
35,-101.14629608208995,7.817445552681168
36,-98.92297192538126,7.2399782257781755
37,-97.41030895890367,7.261399275552273
38,-96.42924784103442,7.727041508442577
39,-94.64102279137708,7.461372134309005
40,-94.07790320049926,7.194689067191303
41,-92.42546980613439,7.335662654014915
42,-92.0765182397737,7.121067804430537
43,-91.65826180195283,7.313038532572997
44,-90.75603864086509,7.112508069755088
45,-90.22676994869967,7.386400137909915
46,-90.83643684703682,7.606950049410045
47,-90.04903766978086,7.7582745377773366
48,-88.2619272244278,7.614329982590588
49,-87.53042507222881,8.196962840731086
50,-87.09719045334195,7.922596528536169
51,-87.50455873923693,7.75360374504404
52,-86.53539935829109,7.335471285529066
53,-86.14670480729569,6.937468744283804
54,-86.19060826789371,7.568394568975374
55,-85.75123146396523,7.230075495722174
56,-85.04349354974723,7.131919458074861
57,-83.96136174619532,6.764568674523228
58,-83.92061807156628,7.321071082451096
59,-83.20638263130871,6.219530995060053
60,-81.56356021611175,5.586106373089873
61,-81.42837203051882,5.557394405383693
62,-81.51951387932172,5.2976088756352055
63,-81.43804251038313,4.977653954531161
64,-81.06043065777493,4.958983105780184
65,-80.85183561414084,5.524834151726715
66,-79.70286518764695,5.205453620198394
67,-79.78692483481301,5.864483708730845
68,-79.29669398285799,5.63025478928199
69,-78.54713619808084,5.7720875051722365
70,-78.35281440832279,5.763633904843027
71,-78.11406999173786,5.543244470074394
72,-77.8240960666862,5.564685168585861
73,-77.7026009466662,5.879162038077934
74,-77.47362118202895,6.24737227917882
75,-77.1296748082534,6.1834608706032945
76,-76.57051648930425,5.7641837329927075
77,-76.00945160763841,5.5426168644616824
78,-75.08556105216095,5.2871125477361955
79,-74.58535995590388,4.750062143980927
80,-74.75261888483558,5.205929255790346
81,-74.88823132991581,4.839704586419215
82,-74.82299471869912,4.60887343088781
83,-74.75155021491915,4.759544472454955
84,-74.94013035572182,4.404826907003539
85,-75.08549971773138,4.426420774664192
86,-75.26075397618841,4.646915077607273
87,-74.6306611768097,4.363456179100461
88,-74.46166047517511,3.9790046833726374
89,-74.60770796472261,3.3980818634118584
90,-74.56694262790629,3.749011884179
91,-74.69093788614059,4.045565428722842
92,-74.92837401188169,4.399798134965797
93,-74.69405646491309,4.381386945164453
94,-74.86683562776616,4.452602621899406
95,-74.61995790593396,4.74637926011494
96,-74.22934568615077,4.42016697083339
97,-74.34826317929904,4.146210429924796
98,-73.5131372540699,4.506868300514221
99,-73.57129799760386,4.7201457638571
100,-73.05074252002666,4.743186219397421
101,-72.9489840268049,4.226452854635209
102,-72.59091775821457,5.016652687796494
103,-72.06428392510814,4.745509421151753
104,-71.66867699545978,3.8379724582923593
105,-71.682140925559,4.117483102787048
106,-71.40050334923954,3.7390154019793327
107,-71.4571576052285,4.042409480615286
108,-71.66349551495139,3.555497495713268
109,-71.40721483407154,3.6080227726829364
110,-71.04481476311608,3.3691548808109477
111,-71.0465597406507,3.8358833861123562
112,-70.85379038711598,3.925229074817812
113,-70.16163608110926,4.3847752434587
114,-69.830649422438,3.806637944730607
115,-69.75815928271187,3.733254127244797
116,-70.3523736706162,3.7520755935466914
117,-70.77634793449212,3.6298194979473304
118,-70.719932274645,3.776191305126693
119,-70.18013651734672,3.811307773953266
120,-69.81268370289915,4.006423432603378
121,-69.98685267097312,3.936759924440789
122,-69.85581007269334,4.192900611452916
123,-69.65618400266595,4.368353526999812
124,-69.86009933755557,4.4886216031477515
125,-69.69750821985072,4.189309286075138
126,-69.78021251769681,3.9080699020997907
127,-70.01267550843208,3.2114800887334396
128,-70.34690666746762,3.0722053050067792
129,-70.35413678901998,3.429801064436753
130,-69.52498936499934,2.5620747827476382
131,-69.34338819443255,3.193054981992964
132,-69.12493159861404,3.23623222095067
133,-68.89613353457645,3.254381752426605
134,-68.88904070479768,3.396111805123116
135,-69.04617355736121,4.1375490275465365
136,-69.08207285539872,4.374431880308129
137,-68.91755040159468,4.241315851508852
138,-69.25558539004457,4.5939503197522615
139,-69.38917072576967,5.02771254926334
140,-69.4328593529655,5.562438011859345
141,-68.94543758185833,5.794332561450099
142,-68.85745277508987,5.698501945326263
143,-68.74175637526216,5.551254660209922
144,-69.05100405899363,5.379326325603888
145,-68.89169854299845,5.385916936551253
146,-68.73396856267918,5.248888553051898
147,-68.78241292976892,5.381856908575273
148,-68.34588676187425,5.413589996751643
149,-68.00967435557425,5.408785522857758
