Voltage,Generation,P,Q,Time
0.9885609485701244,140.72137149950385,0,0,0
0.988615649718009,140.65703508932947,0,0,1
0.9881443243738842,140.59368531127518,0,0,2
0.9884286638587518,140.53129492081638,0,0,3
0.9894748892503265,140.4698366734274,0,0,4
0.9893451781749083,140.40928332458373,0,0,5
0.9901017788354904,140.34960762976038,0,0,6
0.9893143332002152,140.29078234443244,0,0,7
0.9904670194654387,140.23278022407507,0,0,8
0.9901420226594616,140.1755740241632,0,0,9
0.9897977820334145,140.11913650017203,0,0,10
0.990148562398253,140.06344040757654,0,0,11
0.9895456287005057,140.00845850185183,0,0,12
0.9898228630668214,139.95416353847304,0,0,13
0.9887834017777034,139.90052827291512,0,0,14
0.9902286681881931,139.84752546065317,0,0,15
0.990003046735255,139.79512785716236,0,0,16
0.9900474364968707,139.74330821791767,0,0,17
0.9904612848955258,139.6920392983942,0,0,18
0.9901586462834904,139.641293854067,0,0,19
0.9887520064622569,139.59104464041113,0,0,20
0.9886597892823221,139.54126441290177,0,0,21
0.9909262375616877,139.49192592701385,0,0,22
0.9905663078018601,139.44300193822252,0,0,23
0.9909144621988398,139.39446520200283,0,0,24
0.9905628023555858,139.34628847382987,0,0,25
0.9902291953580479,139.2984445091787,0,0,26
0.9919265533102143,139.25090606352433,0,0,27
0.9926217073152998,139.2036458923419,0,0,28
0.9900709766987923,139.15663675110656,0,0,29
0.9893747455938098,139.10985139529325,0,0,30
0.9901158984812064,139.06326258037706,0,0,31
0.9901426879261505,139.01684306183307,0,0,32
0.9915630265964416,138.9705655951364,0,0,33
0.9914861701268495,138.92440293576212,0,0,34
0.9911113007817208,138.8783278391852,0,0,35
0.9916845333486394,138.8323130608808,0,0,36
0.9912590525100583,138.786331356324,0,0,37
0.9908445634432873,138.74035548098985,0,0,38
0.9912901447837955,138.6943581903534,0,0,39
0.9903466329711523,138.64831289326457,0,0,40
0.9904377643109703,138.60221030332485,0,0,41
0.9909657794436151,138.55605980728757,0,0,42
0.992105702210276,138.50987171945806,0,0,43
0.9923698107657033,138.463656354142,0,0,44
0.9911543549857645,138.41742402564404,0,0,45
0.9912051264671665,138.37118504826992,0,0,46
0.9911301172457808,138.32494973632495,0,0,47
0.9917921463074649,138.27872840411442,0,0,48
0.99208531256739,138.23253136594374,0,0,49
0.9913479451059951,138.18636893611819,0,0,50
0.9928679716850985,138.1402514289431,0,0,51
0.992064677735491,138.09418915872388,0,0,52
0.9919816315296865,138.04819243976578,0,0,53
0.9907432137043936,138.0022715863742,0,0,54
0.9917845540463986,137.95643691285449,0,0,55
0.9918149214006717,137.91069873351194,0,0,56
0.9918313492507026,137.86506736265187,0,0,57
0.9929907746298856,137.81955311457966,0,0,58
0.9915937448769999,137.77416630360065,0,0,59
0.9904655177276639,137.72891724402018,0,0,60
0.9915306557584198,137.68381625014354,0,0,61
0.9909957320252132,137.63887363627614,0,0,62
0.9917487615539047,137.59409971672326,0,0,63
0.992146275640413,137.54950480579024,0,0,64
0.9927276926653785,137.50509921778246,0,0,65
0.9921229782791736,137.4608932670052,0,0,66
0.9931707317670398,137.4168972677639,0,0,67
0.9918229154784532,137.37312153436378,0,0,68
0.9914318326550142,137.32957638111023,0,0,69
0.9924488059674098,137.2862721223086,0,0,70
0.9918940465349598,137.24321907226417,0,0,71
0.9915136569845545,137.20042754528237,0,0,72
0.9929536696858907,137.15790785566844,0,0,73
0.990990797414948,137.11567031772776,0,0,74
0.9914800025720246,137.0737252457657,0,0,75
0.991855167191619,137.03208295408754,0,0,76
0.9933634094071857,136.9907537569987,0,0,77
0.9935345424274904,136.94974796880447,0,0,78
0.991657456812755,136.90907590381013,0,0,79
0.9909904219584101,136.86874787632112,0,0,80
0.9928138309106084,136.82877420064267,0,0,81
0.9925085602077051,136.78916519108023,0,0,82
0.9912599063491273,136.74993116193906,0,0,83
0.9910022896947459,136.71108242752453,0,0,84
0.9920036273536557,136.67262930214218,0,0,85
0.9913241000894606,136.63458210009694,0,0,86
0.9925766854822202,136.59695113569433,0,0,87
0.9915636689100713,136.55974672323967,0,0,88
0.9923383016786408,136.52297917703837,0,0,89
0.99389937166368,136.4866588113957,0,0,90
0.9923069148347397,136.450795940617,0,0,91
0.9907970769410104,136.4154008790077,0,0,92
0.9905544666902099,136.380483940873,0,0,93
0.9923097089438526,136.34605544051834,0,0,94
0.9916691162611362,136.31212569224905,0,0,95
0.9925286497868544,136.27870501037043,0,0,96
0.992393383202548,136.2458037091878,0,0,97
0.9916025234000738,136.2134321030066,0,0,98
0.9912829742301691,136.18160050613199,0,0,99
0.9933027361791578,136.15031888546176,0,0,100
0.9925111464973561,136.11958803851886,0,0,101
0.9920608628036899,136.08939888629038,0,0,102
0.9925418291538441,136.05974186067866,0,0,103
0.9920393731610222,136.03060739358608,0,0,104
0.9916852920602562,136.0019859169149,0,0,105
0.9923897868200334,135.97386786256754,0,0,106
0.9907562630895145,135.94624366244634,0,0,107
0.9907379974210404,135.91910374845364,0,0,108
0.9917080221542004,135.8924385524918,0,0,109
0.9929353646860611,135.86623850646316,0,0,110
0.9922741159747996,135.84049404227002,0,0,111
0.9922657806554747,135.81519559181478,0,0,112
0.9912938521912155,135.7903335869998,0,0,113
0.9911668312521161,135.76589845972737,0,0,114
0.9922796969815763,135.7418806418999,0,0,115
0.992525610305185,135.71827056541972,0,0,116
0.9912667683709996,135.6950586621891,0,0,117
0.9916494786643132,135.67223536411043,0,0,118
0.9918347272386348,135.64979110308613,0,0,119
0.9892136722854272,135.6277163110185,0,0,120
0.9832725229654384,135.60600141980981,0,0,121
0.9835892730583551,135.58463686136255,0,0,122
0.9860650281120432,135.56361306757893,0,0,123
0.9901229741567875,135.54292047036137,0,0,124
0.9927147395642709,135.52254950161225,0,0,125
0.9922623707736422,135.50249059323394,0,0,126
0.9873294991613044,135.48273417712863,0,0,127
0.9830889140209803,135.46327068519872,0,0,128
0.9823925160375003,135.4440905493466,0,0,129
0.9867716405815785,135.42518420147465,0,0,130
0.9933845154946638,135.40654207348513,0,0,131
0.9949110430060446,135.38815459728042,0,0,132
0.9915516356457327,135.3700122047629,0,0,133
0.985165644866675,135.3521053278349,0,0,134
0.9812087225843751,135.33442439839874,0,0,135
0.9820072448869352,135.31695984835682,0,0,136
0.9877856567311443,135.29970210961145,0,0,137
0.9938350606598667,135.28264161406491,0,0,138
0.995986418993512,135.26576879361966,0,0,139
0.9904330130108111,135.249074080178,0,0,140
0.9839290968643736,135.2325479056423,0,0,141
0.9800194243840928,135.2161807019149,0,0,142
0.981834253666042,135.19996290089813,0,0,143
0.9885362076843285,135.18388493449433,0,0,144
0.9938482601499308,135.16793723460583,0,0,145
0.9942056373870645,135.15211023313503,0,0,146
0.9907098025069757,135.13639436198426,0,0,147
0.9845342505164502,135.12078005305585,0,0,148
0.9808034054343767,135.10525773825216,0,0,149
0.9831196076734089,135.08981784947554,0,0,150
0.9875728978481991,135.0744508186283,0,0,151
0.9927313536289281,135.0591470776128,0,0,152
0.9929539888885311,135.04389705833145,0,0,153
0.9901703550787812,135.02869119268652,0,0,154
0.9836695162896009,135.0135199125804,0,0,155
0.9811745681002226,134.9983736499154,0,0,156
0.9823152427061899,134.98324283659394,0,0,157
0.9883824804854162,134.96811790451827,0,0,158
0.9927319918392176,134.95298928559077,0,0,159
0.9929632649761965,134.93784769491742,0,0,160
0.9908553351538032,134.9226912966133,0,0,161
0.9832791570349908,134.9075262637539,0,0,162
0.9791585820701136,134.8923591647929,0,0,163
0.9825460411801233,134.87719656818405,0,0,164
0.9879850303477407,134.862045042381,0,0,165
0.9934882533966738,134.84691115583743,0,0,166
0.9924543187861993,134.83180147700722,0,0,167
0.9870292357252142,134.81672257434377,0,0,168
0.9815160551492565,134.80168101630096,0,0,169
0.9808533887655527,134.7866833713325,0,0,170
0.9840827093301844,134.77173620789202,0,0,171
0.9892849198238549,134.7568460944332,0,0,172
0.99224856647163,134.74201959940984,0,0,173
0.9915446191426514,134.7272632912756,0,0,174
0.9872775038317464,134.71258373848414,0,0,175
0.980823968595401,134.6979875094892,0,0,176
0.9800001787251016,134.68348117274445,0,0,177
0.9839636287443017,134.66907129670363,0,0,178
0.9891127716785462,134.65476444982042,0,0,179
0.9931445599107935,134.6405672005485,0,0,180
0.9905540186339096,134.62648611734159,0,0,181
0.9866053769774774,134.6125277686534,0,0,182
0.9811669477823713,134.5986987229376,0,0,183
0.9806005587770307,134.58500554864793,0,0,184
0.9835921317016147,134.57145481423802,0,0,185
0.9884723328983727,134.5580530881616,0,0,186
0.9914939003218032,134.54480693887245,0,0,187
0.9896461160183362,134.5317229348242,0,0,188
0.9868310218454714,134.51880764447054,0,0,189
0.9820886459525432,134.50606763626516,0,0,190
0.9794914516356941,134.49350947866182,0,0,191
0.9824249633085991,134.48113974011414,0,0,192
0.9889975231583346,134.4689649890759,0,0,193
0.9909907614495549,134.45699179400074,0,0,194
0.9908384564292031,134.44522672334242,0,0,195
0.9847674171681433,134.43367634555455,0,0,196
0.9825622672151427,134.42234722909092,0,0,197
0.9788979862618042,134.41124594240515,0,0,198
0.983400232974561,134.400379053951,0,0,199
0.9881054662941225,134.38975313218214,0,0,200
0.9916302571377094,134.3793747455523,0,0,201
0.9900705327733484,134.36925046251514,0,0,202
0.985699022343058,134.35938685152442,0,0,203
0.9804593720692848,134.34979048103378,0,0,204
0.9798650589237066,134.3404679194969,0,0,205
0.9820044625922894,134.33142573536753,0,0,206
0.9888013609342156,134.32267049709935,0,0,207
0.9922174303555397,134.31420877314616,0,0,208
0.9917080268475484,134.30604713196146,0,0,209
0.9851666259374126,134.2981921419991,0,0,210
0.9792068457417581,134.29065037171273,0,0,211
0.9794378414850724,134.28342838955604,0,0,212
0.9821637654190624,134.27653276398274,0,0,213
0.9889552721225431,134.26997006344658,0,0,214
0.9916204184838158,134.26374685640116,0,0,215
0.9915755124575195,134.2578697113003,0,0,216
0.9858929684753479,134.25234519659756,0,0,217
0.9807514737002687,134.24717988074673,0,0,218
0.9764368948758537,134.2423803322015,0,0,219
0.9798851609007286,134.23795293684157,0,0,220
0.9876373098230253,134.2338992949019,0,0,221
0.9928153841119102,134.23021587054902,0,0,222
