Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 1289.8881532353, 298.313885184067, 3229.88388710322, 3594.82618938587, 21.8995550975723, 64.1041637341171, 94.6970701327031
