episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_processing_ms,evaluation/sampler_perf/mean_inference_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-155.980863822674,-256.09659005020825,-214.20976620702248,24.0,20,500,False,500,20,1,aabdf1e4857a4e878b725a9fea9250af,2020-05-28_10-09-31,1590685771,503.99631786346436,503.99631786346436,31551,toanngo,192.168.1.12,503.99631786346436,500,1,1,00000,0,"[-224.04806699343771, -228.03991515599455, -189.54336352155835, -227.50794382705408, -256.09659005020825, -228.1961433814984, -222.0539742446813, -226.92794694078668, -232.5485504271768, -199.64445202108857, -199.91909666200314, -213.96929664390984, -230.0436938518534, -160.0896089829508, -207.4031017173501, -250.8479782860342, -155.980863822674, -249.76057746018068, -169.35774182081525, -212.21641832919354]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",946.9471368009221,53.410113690618026,0.9886485611845156,384,500,502520.624,66.35,363.197,976.264,17.75857142857143,65.438,0.29018571428571427,0.7372680339462517,-124.91374283895408,-124.94453979767013,-124.9291413183121,24.0,2,"[-124.94453979767013, -124.91374283895408]","[24, 24]",770.6462704405493,46.244908352287446,1.3839274036641023,0.20000000298023224,0.00019999999494757503,290.71405,-0.08419765,290.79684,0.000312229,0.006953495,1.6025442,0.0
