,0
2016-05-18 12:00:01-07:00,9581792.202788254
2016-05-18 12:00:02-07:00,9573702.787486093
2016-05-18 12:00:03-07:00,9565570.713440722
2016-05-18 12:00:04-07:00,9553556.70083177
2016-05-18 12:00:05-07:00,9556657.999424636
2016-05-18 12:00:06-07:00,9565314.719645392
2016-05-18 12:00:07-07:00,9579265.604922967
2016-05-18 12:00:08-07:00,9557784.565878198
2016-05-18 12:00:09-07:00,9560318.836537996
2016-05-18 12:00:10-07:00,9564565.82419431
2016-05-18 12:00:11-07:00,9573101.70506126
2016-05-18 12:00:12-07:00,9594724.283557711
2016-05-18 12:00:13-07:00,9597523.280124877
2016-05-18 12:00:14-07:00,9621487.371662082
2016-05-18 12:00:15-07:00,9585147.878213435
2016-05-18 12:00:16-07:00,9585235.232918527
2016-05-18 12:00:17-07:00,9584636.346880214
2016-05-18 12:00:18-07:00,9579792.970174383
2016-05-18 12:00:19-07:00,9585602.642923677
2016-05-18 12:00:20-07:00,9577614.111941252
2016-05-18 12:00:21-07:00,9594572.789253667
2016-05-18 12:00:22-07:00,9580352.463438144
2016-05-18 12:00:23-07:00,9587871.04244914
2016-05-18 12:00:24-07:00,9568304.97789201
2016-05-18 12:00:25-07:00,9580656.342765436
2016-05-18 12:00:26-07:00,9561988.010262681
2016-05-18 12:00:27-07:00,9570462.390820106
2016-05-18 12:00:28-07:00,9563144.624213306
2016-05-18 12:00:29-07:00,9580643.182921676
2016-05-18 12:00:30-07:00,9611266.34196427
2016-05-18 12:00:31-07:00,9607867.667356566
2016-05-18 12:00:32-07:00,9621343.050150998
2016-05-18 12:00:33-07:00,9630618.101983065
2016-05-18 12:00:34-07:00,9623575.027854053
2016-05-18 12:00:35-07:00,9601954.223070636
2016-05-18 12:00:36-07:00,9590920.97183832
2016-05-18 12:00:37-07:00,9576368.826024989
2016-05-18 12:00:38-07:00,9590213.941725126
2016-05-18 12:00:39-07:00,9605753.856845997
2016-05-18 12:00:40-07:00,9625946.600221043
2016-05-18 12:00:41-07:00,9626735.265348976
2016-05-18 12:00:42-07:00,9635616.81767932
2016-05-18 12:00:43-07:00,9636354.778528182
2016-05-18 12:00:44-07:00,9636570.389676763
2016-05-18 12:00:45-07:00,9649048.6951809
2016-05-18 12:00:46-07:00,9646744.903802574
2016-05-18 12:00:47-07:00,9634848.95070609
2016-05-18 12:00:48-07:00,9637869.238406396
2016-05-18 12:00:49-07:00,9652912.551468449
2016-05-18 12:00:50-07:00,9633503.943899479
2016-05-18 12:00:51-07:00,9648151.320468524
2016-05-18 12:00:52-07:00,9643174.77747662
2016-05-18 12:00:53-07:00,9638939.429341381
2016-05-18 12:00:54-07:00,9640732.705919862
2016-05-18 12:00:55-07:00,9639809.091669802
2016-05-18 12:00:56-07:00,9653615.053340176
2016-05-18 12:00:57-07:00,9656025.013628526
2016-05-18 12:00:58-07:00,9659945.90212047
2016-05-18 12:00:59-07:00,9674917.998139229
2016-05-18 12:01:00-07:00,9692857.95923453
2016-05-18 12:01:01-07:00,9697102.541997321
2016-05-18 12:01:02-07:00,9694486.375444885
2016-05-18 12:01:03-07:00,9682591.755389534
2016-05-18 12:01:04-07:00,9671780.54403885
2016-05-18 12:01:05-07:00,9677612.644038487
2016-05-18 12:01:06-07:00,9675850.373202248
2016-05-18 12:01:07-07:00,9679724.775760347
2016-05-18 12:01:08-07:00,9678600.440981917
2016-05-18 12:01:09-07:00,9676462.056679402
2016-05-18 12:01:10-07:00,9671678.533132233
2016-05-18 12:01:11-07:00,9663462.843872536
2016-05-18 12:01:12-07:00,9682400.85480533
2016-05-18 12:01:13-07:00,9704399.708966624
2016-05-18 12:01:14-07:00,9703800.995427595
2016-05-18 12:01:15-07:00,9713831.450334957
2016-05-18 12:01:16-07:00,9719268.837682622
2016-05-18 12:01:17-07:00,9726253.759249082
2016-05-18 12:01:18-07:00,9702281.7611649
2016-05-18 12:01:19-07:00,9704561.204985598
2016-05-18 12:01:20-07:00,9713183.225670142
2016-05-18 12:01:21-07:00,9700178.308755388
2016-05-18 12:01:22-07:00,9699405.066892652
2016-05-18 12:01:23-07:00,9697077.61588281
2016-05-18 12:01:24-07:00,9690959.865433747
2016-05-18 12:01:25-07:00,9688963.91728624
2016-05-18 12:01:26-07:00,9712012.524672456
2016-05-18 12:01:27-07:00,9719653.449478589
2016-05-18 12:01:28-07:00,9725973.653290877
2016-05-18 12:01:29-07:00,9731274.80892006
2016-05-18 12:01:30-07:00,9718681.106359767
2016-05-18 12:01:31-07:00,9726302.404545777
2016-05-18 12:01:32-07:00,9728278.586634109
2016-05-18 12:01:33-07:00,9734718.595579462
2016-05-18 12:01:34-07:00,9724909.799084574
2016-05-18 12:01:35-07:00,9719450.521768067
2016-05-18 12:01:36-07:00,9737829.883722292
2016-05-18 12:01:37-07:00,9736771.91940265
2016-05-18 12:01:38-07:00,9729690.478276752
2016-05-18 12:01:39-07:00,9723907.509149717
2016-05-18 12:01:40-07:00,9730310.15069137
2016-05-18 12:01:41-07:00,9712652.015278887
2016-05-18 12:01:42-07:00,9717687.46790767
2016-05-18 12:01:43-07:00,9705833.85797592
2016-05-18 12:01:44-07:00,9699399.158089241
2016-05-18 12:01:45-07:00,9711165.960182741
2016-05-18 12:01:46-07:00,9714103.22247529
2016-05-18 12:01:47-07:00,9716223.779340383
2016-05-18 12:01:48-07:00,9724394.91014597
2016-05-18 12:01:49-07:00,9736912.506988378
2016-05-18 12:01:50-07:00,9731552.317534372
2016-05-18 12:01:51-07:00,9717198.451608151
2016-05-18 12:01:52-07:00,9734897.535956135
2016-05-18 12:01:53-07:00,9737217.320170978
2016-05-18 12:01:54-07:00,9752543.973903073
2016-05-18 12:01:55-07:00,9759780.350878159
2016-05-18 12:01:56-07:00,9743633.451315729
2016-05-18 12:01:57-07:00,9723299.901265567
2016-05-18 12:01:58-07:00,9712148.30282778
2016-05-18 12:01:59-07:00,9734053.294179678
2016-05-18 12:02:00-07:00,9726382.954351224
2016-05-18 12:02:01-07:00,9717054.346688109
2016-05-18 12:02:02-07:00,9708953.954211766
2016-05-18 12:02:03-07:00,9733154.098769631
2016-05-18 12:02:04-07:00,9750735.789988676
2016-05-18 12:02:05-07:00,9760653.406080857
2016-05-18 12:02:06-07:00,9782005.35205882
2016-05-18 12:02:07-07:00,9778694.588360243
2016-05-18 12:02:08-07:00,9771739.53606897
2016-05-18 12:02:09-07:00,9782332.557269804
2016-05-18 12:02:10-07:00,9774458.40318336
2016-05-18 12:02:11-07:00,9758673.083699955
2016-05-18 12:02:12-07:00,9758680.181783611
2016-05-18 12:02:13-07:00,9766988.481113182
2016-05-18 12:02:14-07:00,9753489.647992091
2016-05-18 12:02:15-07:00,9755865.48535685
2016-05-18 12:02:16-07:00,9761630.60468796
2016-05-18 12:02:17-07:00,9766821.107893527
2016-05-18 12:02:18-07:00,9764718.362643497
2016-05-18 12:02:19-07:00,9767451.890719645
2016-05-18 12:02:20-07:00,9767988.174177295
2016-05-18 12:02:21-07:00,9755843.345028576
2016-05-18 12:02:22-07:00,9771665.903392764
2016-05-18 12:02:23-07:00,9766653.171612704
2016-05-18 12:02:24-07:00,9767843.303358262
2016-05-18 12:02:25-07:00,9751954.684428241
2016-05-18 12:02:26-07:00,9729843.977109069
2016-05-18 12:02:27-07:00,9729711.39802673
2016-05-18 12:02:28-07:00,9738418.816931656
2016-05-18 12:02:29-07:00,9729481.111028135
2016-05-18 12:02:30-07:00,9723856.168642286
2016-05-18 12:02:31-07:00,9717007.103678612
2016-05-18 12:02:32-07:00,9718919.634187192
2016-05-18 12:02:33-07:00,9720101.680631217
2016-05-18 12:02:34-07:00,9722130.246347703
2016-05-18 12:02:35-07:00,9726673.162227144
2016-05-18 12:02:36-07:00,9729103.93786507
2016-05-18 12:02:37-07:00,9742419.453397838
2016-05-18 12:02:38-07:00,9763442.751838418
2016-05-18 12:02:39-07:00,9768798.534011716
2016-05-18 12:02:40-07:00,9777301.05913672
2016-05-18 12:02:41-07:00,9795281.512167038
2016-05-18 12:02:42-07:00,9804075.08871564
2016-05-18 12:02:43-07:00,9788062.673714913
2016-05-18 12:02:44-07:00,9770695.780882929
2016-05-18 12:02:45-07:00,9770631.44028198
2016-05-18 12:02:46-07:00,9756843.348927414
2016-05-18 12:02:47-07:00,9760225.945423082
2016-05-18 12:02:48-07:00,9765379.054187128
2016-05-18 12:02:49-07:00,9780257.154978467
2016-05-18 12:02:50-07:00,9785703.296035528
2016-05-18 12:02:51-07:00,9775697.764295997
2016-05-18 12:02:52-07:00,9788627.193857947
2016-05-18 12:02:53-07:00,9788003.422605393
2016-05-18 12:02:54-07:00,9790601.595615981
2016-05-18 12:02:55-07:00,9810169.841631204
2016-05-18 12:02:56-07:00,9807199.406175856
2016-05-18 12:02:57-07:00,9809755.892118126
2016-05-18 12:02:58-07:00,9776708.340139152
2016-05-18 12:02:59-07:00,9767816.054067004
2016-05-18 12:03:00-07:00,9756479.773989808
2016-05-18 12:03:01-07:00,9750445.076500006
2016-05-18 12:03:02-07:00,9755991.685343815
2016-05-18 12:03:03-07:00,9747824.744095357
2016-05-18 12:03:04-07:00,9757066.7196494
2016-05-18 12:03:05-07:00,9730520.509051621
2016-05-18 12:03:06-07:00,9734444.4683274
2016-05-18 12:03:07-07:00,9741390.985109374
2016-05-18 12:03:08-07:00,9735667.73639636
2016-05-18 12:03:09-07:00,9747912.122735571
2016-05-18 12:03:10-07:00,9775839.079219243
2016-05-18 12:03:11-07:00,9768218.664011605
2016-05-18 12:03:12-07:00,9751074.643031968
2016-05-18 12:03:13-07:00,9723588.166472483
2016-05-18 12:03:14-07:00,9720886.17946713
2016-05-18 12:03:15-07:00,9736110.808614887
2016-05-18 12:03:16-07:00,9736579.120004896
2016-05-18 12:03:17-07:00,9733326.000936935
2016-05-18 12:03:18-07:00,9732208.012836132
2016-05-18 12:03:19-07:00,9734173.2873867
2016-05-18 12:03:20-07:00,9729397.32148124
2016-05-18 12:03:21-07:00,9732549.114812298
2016-05-18 12:03:22-07:00,9730712.14561304
2016-05-18 12:03:23-07:00,9708187.187145278
2016-05-18 12:03:24-07:00,9733754.369474163
2016-05-18 12:03:25-07:00,9721311.121976156
2016-05-18 12:03:26-07:00,9718503.73372659
2016-05-18 12:03:27-07:00,9722364.988826493
2016-05-18 12:03:28-07:00,9729300.939800434
2016-05-18 12:03:29-07:00,9715376.450353157
2016-05-18 12:03:30-07:00,9732900.36231183
2016-05-18 12:03:31-07:00,9710375.344004298
2016-05-18 12:03:32-07:00,9700835.177822435
2016-05-18 12:03:33-07:00,9697992.179222954
2016-05-18 12:03:34-07:00,9693661.05926964
2016-05-18 12:03:35-07:00,9687484.588448556
2016-05-18 12:03:36-07:00,9700957.073615588
