,0
2016-05-02 12:00:01-07:00,9106264.858661674
2016-05-02 12:00:02-07:00,9079137.872827414
2016-05-02 12:00:03-07:00,9104234.914994037
2016-05-02 12:00:04-07:00,9108006.578254435
2016-05-02 12:00:05-07:00,9101785.36978113
2016-05-02 12:00:06-07:00,9114805.95148722
2016-05-02 12:00:07-07:00,9087063.319634665
2016-05-02 12:00:08-07:00,9086073.970542131
2016-05-02 12:00:09-07:00,9088603.661185874
2016-05-02 12:00:10-07:00,9098569.739111569
2016-05-02 12:00:11-07:00,9075114.501906676
2016-05-02 12:00:12-07:00,9060474.402263679
2016-05-02 12:00:13-07:00,9059439.833813515
2016-05-02 12:00:14-07:00,9054973.82259221
2016-05-02 12:00:15-07:00,9058738.928951895
2016-05-02 12:00:16-07:00,9070369.48871808
2016-05-02 12:00:17-07:00,9083511.97309193
2016-05-02 12:00:18-07:00,9082028.68232444
2016-05-02 12:00:19-07:00,9102666.806204708
2016-05-02 12:00:20-07:00,9115487.583548006
2016-05-02 12:00:21-07:00,9089684.068399148
2016-05-02 12:00:22-07:00,9097465.899105363
2016-05-02 12:00:23-07:00,9109339.127494587
2016-05-02 12:00:24-07:00,9109775.787787095
2016-05-02 12:00:25-07:00,9108042.808257215
2016-05-02 12:00:26-07:00,9087195.834372899
2016-05-02 12:00:27-07:00,9090286.498706091
2016-05-02 12:00:28-07:00,9069469.462209428
2016-05-02 12:00:29-07:00,9050988.321148757
2016-05-02 12:00:30-07:00,9062740.385229439
2016-05-02 12:00:31-07:00,9077736.438228302
2016-05-02 12:00:32-07:00,9083716.176587703
2016-05-02 12:00:33-07:00,9084427.937225502
2016-05-02 12:00:34-07:00,9077705.699539842
2016-05-02 12:00:35-07:00,9066331.403849028
2016-05-02 12:00:36-07:00,9073854.546270387
2016-05-02 12:00:37-07:00,9077803.439030804
2016-05-02 12:00:38-07:00,9078822.622995077
2016-05-02 12:00:39-07:00,9099179.423737869
2016-05-02 12:00:40-07:00,9099262.495424012
2016-05-02 12:00:41-07:00,9108038.937845543
2016-05-02 12:00:42-07:00,9107945.543179678
2016-05-02 12:00:43-07:00,9118848.330782471
2016-05-02 12:00:44-07:00,9116348.158377945
2016-05-02 12:00:45-07:00,9085987.354532642
2016-05-02 12:00:46-07:00,9087775.118187135
2016-05-02 12:00:47-07:00,9086237.53169176
2016-05-02 12:00:48-07:00,9072697.381183468
2016-05-02 12:00:49-07:00,9056776.495231625
2016-05-02 12:00:50-07:00,9047692.136148503
2016-05-02 12:00:51-07:00,9066001.681758681
2016-05-02 12:00:52-07:00,9065250.33256756
2016-05-02 12:00:53-07:00,9077210.283995274
2016-05-02 12:00:54-07:00,9104884.527079772
2016-05-02 12:00:55-07:00,9092194.459893906
2016-05-02 12:00:56-07:00,9086388.234407857
2016-05-02 12:00:57-07:00,9094361.205770431
2016-05-02 12:00:58-07:00,9101771.301975287
2016-05-02 12:00:59-07:00,9112103.25602373
2016-05-02 12:01:00-07:00,9093103.991676861
2016-05-02 12:01:01-07:00,9111613.362049991
2016-05-02 12:01:02-07:00,9093757.328490948
2016-05-02 12:01:03-07:00,9105016.032995695
2016-05-02 12:01:04-07:00,9091669.4771267
2016-05-02 12:01:05-07:00,9094397.664292414
2016-05-02 12:01:06-07:00,9081785.432215882
2016-05-02 12:01:07-07:00,9087588.881488698
2016-05-02 12:01:08-07:00,9065283.54487147
2016-05-02 12:01:09-07:00,9080187.405053014
2016-05-02 12:01:10-07:00,9066074.163409762
2016-05-02 12:01:11-07:00,9062351.815344436
2016-05-02 12:01:12-07:00,9050816.321639976
2016-05-02 12:01:13-07:00,9037862.058882484
2016-05-02 12:01:14-07:00,9058553.45736746
2016-05-02 12:01:15-07:00,9051384.331720043
2016-05-02 12:01:16-07:00,9067238.618906243
2016-05-02 12:01:17-07:00,9051379.638137626
2016-05-02 12:01:18-07:00,9053890.813937977
2016-05-02 12:01:19-07:00,9071001.29186892
2016-05-02 12:01:20-07:00,9087250.280799927
2016-05-02 12:01:21-07:00,9081257.602554856
2016-05-02 12:01:22-07:00,9076023.125703193
2016-05-02 12:01:23-07:00,9094485.877091264
2016-05-02 12:01:24-07:00,9102403.125390336
2016-05-02 12:01:25-07:00,9104898.824835327
2016-05-02 12:01:26-07:00,9100972.427115407
2016-05-02 12:01:27-07:00,9107069.780707855
2016-05-02 12:01:28-07:00,9099326.465848627
2016-05-02 12:01:29-07:00,9095281.332602894
2016-05-02 12:01:30-07:00,9099222.824592462
2016-05-02 12:01:31-07:00,9095529.40951585
2016-05-02 12:01:32-07:00,9077497.510476492
2016-05-02 12:01:33-07:00,9094133.458635226
2016-05-02 12:01:34-07:00,9108946.28177376
2016-05-02 12:01:35-07:00,9115580.282044142
2016-05-02 12:01:36-07:00,9116974.875323761
2016-05-02 12:01:37-07:00,9103979.404054794
2016-05-02 12:01:38-07:00,9100401.345704913
2016-05-02 12:01:39-07:00,9098723.504524177
2016-05-02 12:01:40-07:00,9094855.741309505
2016-05-02 12:01:41-07:00,9076151.697585067
2016-05-02 12:01:42-07:00,9093435.775587872
2016-05-02 12:01:43-07:00,9101869.160002166
2016-05-02 12:01:44-07:00,9117879.832147906
2016-05-02 12:01:45-07:00,9120483.042723175
2016-05-02 12:01:46-07:00,9123837.296354072
2016-05-02 12:01:47-07:00,9143030.216153959
2016-05-02 12:01:48-07:00,9130266.436259205
2016-05-02 12:01:49-07:00,9123189.6352857
2016-05-02 12:01:50-07:00,9116558.192883793
2016-05-02 12:01:51-07:00,9101018.358498387
2016-05-02 12:01:52-07:00,9116242.156667326
2016-05-02 12:01:53-07:00,9118493.428367184
2016-05-02 12:01:54-07:00,9115883.071970407
2016-05-02 12:01:55-07:00,9129903.806428656
2016-05-02 12:01:56-07:00,9134527.621051135
2016-05-02 12:01:57-07:00,9134666.530939601
2016-05-02 12:01:58-07:00,9123597.6510958
2016-05-02 12:01:59-07:00,9125866.158177003
2016-05-02 12:02:00-07:00,9113381.02803554
2016-05-02 12:02:01-07:00,9131231.793024775
2016-05-02 12:02:02-07:00,9121017.725502672
2016-05-02 12:02:03-07:00,9113393.069565568
2016-05-02 12:02:04-07:00,9100872.785900002
2016-05-02 12:02:05-07:00,9103268.955465326
2016-05-02 12:02:06-07:00,9107486.854744585
2016-05-02 12:02:07-07:00,9125602.958232058
2016-05-02 12:02:08-07:00,9129878.016908223
2016-05-02 12:02:09-07:00,9127809.49794459
2016-05-02 12:02:10-07:00,9112281.769321607
2016-05-02 12:02:11-07:00,9111123.854642857
2016-05-02 12:02:12-07:00,9112567.541373542
