Name, Tap, Min, Max, Step, Position
lvr_01,  1.00000,  0.90000,  1.10000,  0.00625, 0
lvr_02,  1.00000,  0.90000,  1.10000,  0.00625, 0
lvr_03,  1.00000,  0.90000,  1.10000,  0.00625, 0
